0.44 1420.11 -571.69 247.6 0.0 27880.0 0.0 996
0.5 1420.11 -571.69 247.54 0.0 27880.0 0.0 996
0.56 1420.11 -571.69 247.6 0.0 27880.0 0.0 996
0.63 1420.11 -571.69 247.54 0.0 27880.0 0.0 996
0.69 1420.11 -571.69 247.6 0.0 27880.0 0.0 996
0.75 1414.85 -569.03 249.6 0.0 27880.0 0.0 996
0.81 1401.88 -562.46 249.6 0.0 27880.0 0.0 996
0.88 1380.21 -551.09 249.6 0.0 26473.0 38.0 996
0.93 1355.72 -534.54 249.6 0.0 24960.0 65436.0 996
0.99 1334.19 -515.55 249.6 0.0 24219.0 65311.0 996
1.03 1323.81 -504.5 249.6 0.0 23857.0 65419.0 996
1.07 1314.54 -492.31 251.75 0.0 23465.0 65430.0 996
1.12 1303.04 -478.55 252.3 0.0 23023.0 65333.0 996
1.16 1291.23 -465.09 249.94 0.0 22960.0 65439.0 996
1.2 1279.49 -451.56 246.01 0.0 22960.0 65445.0 996
1.24 1267.83 -437.97 240.5 0.0 22960.0 65456.0 996
1.28 1256.23 -424.32 233.42 0.0 23214.0 65472.0 996
1.32 1244.66 -410.66 224.76 0.0 23468.0 65499.0 996
1.36 1230.58 -394.04 212.29 0.0 24028.0 7.0 996
1.4 1220.19 -381.91 201.36 0.0 24592.0 57.0 996
1.45 1207.82 -367.65 187.08 0.0 24956.0 89.0 996
1.49 1193.08 -350.96 168.12 0.0 25305.0 139.0 1082
1.54 1181.38 -338.04 151.31 0.0 25431.0 135.0 1082
1.58 1168.6 -324.15 131.56 0.0 25557.0 137.0 1082
1.62 1155.02 -309.68 108.96 0.0 25683.0 147.0 1015
1.67 1142.28 -296.41 86.2 0.0 25921.0 144.0 1015
1.71 1131.1 -285.0 65.0 0.0 26282.0 146.0 1015
1.75 1116.22 -270.11 35.78 0.0 26960.0 229.0 1015
1.79 1105.87 -260.26 13.85 0.0 26960.0 202.0 1015
1.83 1092.48 -247.65 -15.07 0.0 26960.0 195.0 1015
